1|1|2018-02-01
2|1|2018-02-01
3|1|2018-02-01
4|1|2018-02-01
5|1|2018-02-01
6|1|2018-02-01
7|1|2018-02-01
8|1|2018-02-01
9|1|2018-02-01
10|1|2018-02-01
11|1|2018-02-01
12|1|2018-02-01
13|1|2018-02-01
14|1|2018-02-01
15|1|2018-02-01
16|1|2018-02-02
17|1|2018-02-02
18|1|2018-02-02
19|1|2018-02-02
20|1|2018-02-02
21|1|2018-02-02
22|1|2018-02-02
23|1|2018-02-02
24|1|2018-02-02
25|1|2018-02-02
26|1|2018-02-02
27|1|2018-02-02
28|1|2018-02-02
29|1|2018-02-02
30|1|2018-02-02
31|1|2018-02-02
32|1|2018-02-02
33|1|2018-02-02
34|1|2018-02-02
35|1|2018-02-04
36|1|2018-02-04
37|1|2018-02-04
38|1|2018-02-04
39|1|2018-02-05
40|1|2018-02-05
41|1|2018-02-05
42|1|2018-02-05
43|1|2018-02-05
44|1|2018-02-05
45|1|2018-02-05
46|1|2018-02-05
47|1|2018-02-05
48|1|2018-02-05
49|1|2018-02-05
50|1|2018-02-05
51|1|2018-02-05
52|1|2018-02-05
53|1|2018-02-05
54|1|2018-02-05
55|1|2018-02-05
56|1|2018-02-05
57|1|2018-02-07
58|1|2018-02-07
59|1|2018-02-07
60|1|2018-02-07
61|1|2018-02-07
62|1|2018-02-07
63|1|2018-02-07
64|1|2018-02-07
65|1|2018-02-07
66|1|2018-02-07
67|1|2018-02-07
68|1|2018-02-07
69|1|2018-02-07
70|1|2018-02-07
71|1|2018-02-07
72|1|2018-02-07
73|1|2018-02-07
74|1|2018-02-07
75|1|2018-02-07
76|1|2018-02-07
77|1|2018-02-07
78|1|2018-02-07
79|1|2018-02-07
80|1|2018-02-08
81|1|2018-02-09
82|1|2018-02-09
83|1|2018-02-09
84|1|2018-02-09
85|1|2018-02-09
86|1|2018-02-09
87|1|2018-02-09
88|1|2018-02-09
89|1|2018-02-09
90|1|2018-02-09
91|1|2018-02-09
92|1|2018-02-09
93|1|2018-02-09
94|1|2018-02-09
95|1|2018-02-09
96|1|2018-02-10
97|1|2018-02-10
98|1|2018-02-10
99|1|2018-02-10
100|1|2018-02-10
101|1|2018-02-10
102|1|2018-02-11
103|1|2018-02-11
104|1|2018-02-11
105|1|2018-02-11
106|1|2018-02-11
107|1|2018-02-11
108|1|2018-02-11
109|1|2018-02-11
110|1|2018-02-11
111|1|2018-02-12
112|1|2018-02-12
113|1|2018-02-12
114|1|2018-02-12
115|1|2018-02-12
116|1|2018-02-12
117|1|2018-02-12
118|1|2018-02-12
119|1|2018-02-13
120|1|2018-02-13
121|1|2018-02-13
122|1|2018-02-13
123|1|2018-02-13
124|1|2018-02-13
125|1|2018-02-13
126|1|2018-02-13
127|1|2018-02-13
128|1|2018-02-13
129|1|2018-02-13
130|1|2018-02-14
131|1|2018-02-14
132|1|2018-02-14
133|1|2018-02-14
134|1|2018-02-14
135|1|2018-02-14
136|1|2018-02-14
137|1|2018-02-14
138|1|2018-02-14
139|1|2018-02-14
140|1|2018-02-14
141|1|2018-02-15
142|1|2018-02-15
